Sum of transaction_id,transaction_time,transaction_qty,Sum of unit_price,Sum of Total_bill,Year,Month,Day,Sum of product_id,store_location,Sum of store_id,Size,product_type,product_detail,product_category,Month Name,Sum of Month,Sum of Hour,Sum of Day of Week,Day Name
27061,1899-12-30 14:54:29,1,3,3,2023,February,17,51,Lower Manhattan,5,Large,Brewed Black tea,Earl Grey,Tea,February,2,14,5,Friday
27062,1899-12-30 14:54:29,1,4,4,2023,February,17,71,Lower Manhattan,5,Not Defined,Pastry,Chocolate Croissant,Bakery,February,2,14,5,Friday
27063,1899-12-30 15:02:24,1,4,4,2023,February,17,33,Lower Manhattan,5,Large,Gourmet brewed coffee,Ethiopia,Coffee,February,2,15,5,Friday
27064,1899-12-30 15:03:09,1,2,2,2023,February,17,25,Hell's Kitchen,8,Small,Organic brewed coffee,Brazilian,Coffee,February,2,15,5,Friday
27065,1899-12-30 15:03:11,1,3,3,2023,February,17,37,Hell's Kitchen,8,Not Defined,Barista Espresso,Espresso shot,Coffee,February,2,15,5,Friday
27066,1899-12-30 15:16:54,2,2,4,2023,February,17,22,Astoria,3,Small,Drip coffee,Our Old Time Diner Blend,Coffee,February,2,15,5,Friday
27067,1899-12-30 15:16:54,1,28,28,2023,February,17,81,Astoria,3,Not Defined,Clothing,I Need My Bean! T-shirt,Branded,February,2,15,5,Friday
27068,1899-12-30 15:30:20,2,2,4,2023,February,17,22,Hell's Kitchen,8,Small,Drip coffee,Our Old Time Diner Blend,Coffee,February,2,15,5,Friday
27069,1899-12-30 15:30:42,2,4,7,2023,February,17,58,Hell's Kitchen,8,Regular,Hot chocolate,Dark chocolate,Drinking Chocolate,February,2,15,5,Friday
27070,1899-12-30 15:31:27,1,3,3,2023,February,17,56,Astoria,3,Regular,Brewed Chai tea,Spicy Eye Opener Chai,Tea,February,2,15,5,Friday
27071,1899-12-30 15:36:05,2,3,6,2023,February,17,37,Lower Manhattan,5,Not Defined,Barista Espresso,Espresso shot,Coffee,February,2,15,5,Friday
27072,1899-12-30 15:36:05,2,1,2,2023,February,17,65,Lower Manhattan,5,Not Defined,Sugar free syrup,Sugar Free Vanilla syrup,Flavours,February,2,15,5,Friday
27073,1899-12-30 15:39:57,2,4,7,2023,February,17,27,Astoria,3,Large,Organic brewed coffee,Brazilian,Coffee,February,2,15,5,Friday
27074,1899-12-30 15:39:57,1,3,3,2023,February,17,70,Astoria,3,Not Defined,Scone,Cranberry Scone,Bakery,February,2,15,5,Friday
27075,1899-12-30 15:42:01,2,2,5,2023,February,17,23,Astoria,3,Regular,Drip coffee,Our Old Time Diner Blend,Coffee,February,2,15,5,Friday
27076,1899-12-30 15:44:34,1,4,4,2023,February,17,33,Lower Manhattan,5,Large,Gourmet brewed coffee,Ethiopia,Coffee,February,2,15,5,Friday
27077,1899-12-30 15:45:30,1,4,4,2023,February,17,41,Hell's Kitchen,8,Large,Barista Espresso,Cappuccino,Coffee,February,2,15,5,Friday
27078,1899-12-30 15:47:42,2,2,5,2023,February,17,54,Lower Manhattan,5,Regular,Brewed Chai tea,Morning Sunrise Chai,Tea,February,2,15,5,Friday
27079,1899-12-30 15:48:43,1,5,5,2023,February,17,61,Lower Manhattan,5,Large,Hot chocolate,Sustainably Grown Organic,Drinking Chocolate,February,2,15,5,Friday
27080,1899-12-30 15:51:40,1,3,3,2023,February,17,37,Lower Manhattan,5,Not Defined,Barista Espresso,Espresso shot,Coffee,February,2,15,5,Friday
27081,1899-12-30 15:51:40,2,1,2,2023,February,17,64,Lower Manhattan,5,Not Defined,Regular syrup,Hazelnut syrup,Flavours,February,2,15,5,Friday
27082,1899-12-30 15:52:24,1,2,2,2023,February,17,31,Lower Manhattan,5,Small,Gourmet brewed coffee,Ethiopia,Coffee,February,2,15,5,Friday
27083,1899-12-30 15:58:11,1,2,2,2023,February,17,34,Astoria,3,Small,Premium brewed coffee,Jamaican Coffee River,Coffee,February,2,15,5,Friday
27084,1899-12-30 15:58:56,2,3,6,2023,February,17,35,Hell's Kitchen,8,Regular,Premium brewed coffee,Jamaican Coffee River,Coffee,February,2,15,5,Friday
27085,1899-12-30 16:02:07,2,4,8,2023,February,17,39,Astoria,3,Regular,Barista Espresso,Latte,Coffee,February,2,16,5,Friday
27086,1899-12-30 16:02:07,2,1,2,2023,February,17,65,Astoria,3,Not Defined,Sugar free syrup,Sugar Free Vanilla syrup,Flavours,February,2,16,5,Friday
27087,1899-12-30 16:05:04,2,3,6,2023,February,17,35,Lower Manhattan,5,Regular,Premium brewed coffee,Jamaican Coffee River,Coffee,February,2,16,5,Friday
27088,1899-12-30 16:05:04,1,4,4,2023,February,17,79,Lower Manhattan,5,Not Defined,Scone,Jumbo Savory Scone,Bakery,February,2,16,5,Friday
27089,1899-12-30 16:05:55,1,3,3,2023,February,17,37,Lower Manhattan,5,Not Defined,Barista Espresso,Espresso shot,Coffee,February,2,16,5,Friday
27090,1899-12-30 16:05:55,1,1,1,2023,February,17,63,Lower Manhattan,5,Not Defined,Regular syrup,Carmel syrup,Flavours,February,2,16,5,Friday
27091,1899-12-30 16:09:59,1,2,2,2023,February,17,31,Astoria,3,Small,Gourmet brewed coffee,Ethiopia,Coffee,February,2,16,5,Friday
27092,1899-12-30 16:09:59,1,4,4,2023,February,17,78,Astoria,3,Not Defined,Scone,Scottish Cream Scone,Bakery,February,2,16,5,Friday
27093,1899-12-30 16:15:32,1,2,2,2023,February,17,29,Astoria,3,Regular,Gourmet brewed coffee,Columbian Medium Roast,Coffee,February,2,16,5,Friday
27094,1899-12-30 16:15:32,1,4,4,2023,February,17,73,Astoria,3,Not Defined,Pastry,Almond Croissant,Bakery,February,2,16,5,Friday
27095,1899-12-30 16:16:37,1,3,3,2023,February,17,26,Lower Manhattan,5,Regular,Organic brewed coffee,Brazilian,Coffee,February,2,16,5,Friday
27096,1899-12-30 16:16:59,2,2,5,2023,February,17,54,Hell's Kitchen,8,Regular,Brewed Chai tea,Morning Sunrise Chai,Tea,February,2,16,5,Friday
27097,1899-12-30 16:19:36,1,3,3,2023,February,17,56,Astoria,3,Regular,Brewed Chai tea,Spicy Eye Opener Chai,Tea,February,2,16,5,Friday
27098,1899-12-30 16:20:14,2,2,4,2023,February,17,31,Hell's Kitchen,8,Small,Gourmet brewed coffee,Ethiopia,Coffee,February,2,16,5,Friday
27099,1899-12-30 16:21:32,2,3,6,2023,February,17,53,Lower Manhattan,5,Large,Brewed Chai tea,Traditional Blend Chai,Tea,February,2,16,5,Friday
27100,1899-12-30 16:26:19,2,2,5,2023,February,17,34,Astoria,3,Small,Premium brewed coffee,Jamaican Coffee River,Coffee,February,2,16,5,Friday
27101,1899-12-30 16:26:24,1,4,4,2023,February,17,58,Hell's Kitchen,8,Regular,Hot chocolate,Dark chocolate,Drinking Chocolate,February,2,16,5,Friday
27102,1899-12-30 16:26:33,2,3,6,2023,February,17,24,Astoria,3,Large,Drip coffee,Our Old Time Diner Blend,Coffee,February,2,16,5,Friday
27103,1899-12-30 16:32:26,1,2,2,2023,February,17,22,Hell's Kitchen,8,Small,Drip coffee,Our Old Time Diner Blend,Coffee,February,2,16,5,Friday
27104,1899-12-30 16:35:54,1,2,2,2023,February,17,50,Astoria,3,Regular,Brewed Black tea,Earl Grey,Tea,February,2,16,5,Friday
27105,1899-12-30 16:39:52,2,3,6,2023,February,17,32,Astoria,3,Regular,Gourmet brewed coffee,Ethiopia,Coffee,February,2,16,5,Friday
27106,1899-12-30 16:43:45,2,2,5,2023,February,17,54,Hell's Kitchen,8,Regular,Brewed Chai tea,Morning Sunrise Chai,Tea,February,2,16,5,Friday
27107,1899-12-30 16:49:27,1,3,3,2023,February,17,24,Hell's Kitchen,8,Large,Drip coffee,Our Old Time Diner Blend,Coffee,February,2,16,5,Friday
27108,1899-12-30 16:49:46,1,3,3,2023,February,17,37,Lower Manhattan,5,Not Defined,Barista Espresso,Espresso shot,Coffee,February,2,16,5,Friday
27109,1899-12-30 16:49:46,1,1,1,2023,February,17,64,Lower Manhattan,5,Not Defined,Regular syrup,Hazelnut syrup,Flavours,February,2,16,5,Friday
27110,1899-12-30 16:55:15,1,4,4,2023,February,17,55,Lower Manhattan,5,Large,Brewed Chai tea,Morning Sunrise Chai,Tea,February,2,16,5,Friday
27111,1899-12-30 16:55:29,2,3,6,2023,February,17,87,Lower Manhattan,5,Not Defined,Barista Espresso,Ouro Brasileiro shot,Coffee,February,2,16,5,Friday
27112,1899-12-30 16:55:51,1,2,2,2023,February,17,50,Hell's Kitchen,8,Regular,Brewed Black tea,Earl Grey,Tea,February,2,16,5,Friday
27113,1899-12-30 17:04:04,2,3,6,2023,February,17,45,Astoria,3,Large,Brewed herbal tea,Peppermint,Tea,February,2,17,5,Friday
27114,1899-12-30 17:11:10,1,4,4,2023,February,17,40,Lower Manhattan,5,Not Defined,Barista Espresso,Cappuccino,Coffee,February,2,17,5,Friday
27115,1899-12-30 17:11:10,2,1,2,2023,February,17,63,Lower Manhattan,5,Not Defined,Regular syrup,Carmel syrup,Flavours,February,2,17,5,Friday
27116,1899-12-30 17:12:14,1,4,4,2023,February,17,36,Lower Manhattan,5,Large,Premium brewed coffee,Jamaican Coffee River,Coffee,February,2,17,5,Friday
27117,1899-12-30 17:19:18,2,4,7,2023,February,17,27,Hell's Kitchen,8,Large,Organic brewed coffee,Brazilian,Coffee,February,2,17,5,Friday
27118,1899-12-30 17:24:31,2,2,5,2023,February,17,54,Lower Manhattan,5,Regular,Brewed Chai tea,Morning Sunrise Chai,Tea,February,2,17,5,Friday
27119,1899-12-30 17:24:31,1,4,4,2023,February,17,71,Lower Manhattan,5,Not Defined,Pastry,Chocolate Croissant,Bakery,February,2,17,5,Friday
27120,1899-12-30 17:26:06,2,2,5,2023,February,17,48,Astoria,3,Regular,Brewed Black tea,English Breakfast,Tea,February,2,17,5,Friday
27121,1899-12-30 17:30:32,1,4,4,2023,February,17,55,Astoria,3,Large,Brewed Chai tea,Morning Sunrise Chai,Tea,February,2,17,5,Friday
27122,1899-12-30 17:30:32,1,4,4,2023,February,17,76,Astoria,3,Not Defined,Biscotti,Chocolate Chip Biscotti,Bakery,February,2,17,5,Friday
27123,1899-12-30 17:32:02,1,2,2,2023,February,17,46,Lower Manhattan,5,Regular,Brewed Green tea,Serenity Green Tea,Tea,February,2,17,5,Friday
27124,1899-12-30 17:32:43,1,2,2,2023,February,17,46,Lower Manhattan,5,Regular,Brewed Green tea,Serenity Green Tea,Tea,February,2,17,5,Friday
27125,1899-12-30 17:32:43,1,3,3,2023,February,17,77,Lower Manhattan,5,Not Defined,Scone,Oatmeal Scone,Bakery,February,2,17,5,Friday
27126,1899-12-30 17:34:44,2,2,4,2023,February,17,25,Astoria,3,Small,Organic brewed coffee,Brazilian,Coffee,February,2,17,5,Friday
27127,1899-12-30 17:34:44,1,3,3,2023,February,17,69,Astoria,3,Not Defined,Biscotti,Hazelnut Biscotti,Bakery,February,2,17,5,Friday
27128,1899-12-30 17:34:44,1,14,14,2023,February,17,83,Astoria,3,Not Defined,Housewares,I Need My Bean! Latte cup,Branded,February,2,17,5,Friday
27129,1899-12-30 17:36:26,1,3,3,2023,February,17,57,Astoria,3,Large,Brewed Chai tea,Spicy Eye Opener Chai,Tea,February,2,17,5,Friday
27130,1899-12-30 17:36:26,1,4,4,2023,February,17,78,Astoria,3,Not Defined,Scone,Scottish Cream Scone,Bakery,February,2,17,5,Friday
27131,1899-12-30 17:38:32,1,4,4,2023,February,17,40,Astoria,3,Not Defined,Barista Espresso,Cappuccino,Coffee,February,2,17,5,Friday
27132,1899-12-30 17:38:32,1,4,4,2023,February,17,73,Astoria,3,Not Defined,Pastry,Almond Croissant,Bakery,February,2,17,5,Friday
27133,1899-12-30 17:39:27,1,4,4,2023,February,17,60,Hell's Kitchen,8,Regular,Hot chocolate,Sustainably Grown Organic,Drinking Chocolate,February,2,17,5,Friday
27134,1899-12-30 17:40:04,2,3,6,2023,February,17,26,Hell's Kitchen,8,Regular,Organic brewed coffee,Brazilian,Coffee,February,2,17,5,Friday
27135,1899-12-30 17:41:29,1,2,2,2023,February,17,23,Hell's Kitchen,8,Regular,Drip coffee,Our Old Time Diner Blend,Coffee,February,2,17,5,Friday
27136,1899-12-30 17:41:42,1,4,4,2023,February,17,41,Hell's Kitchen,8,Large,Barista Espresso,Cappuccino,Coffee,February,2,17,5,Friday
27137,1899-12-30 17:41:42,1,3,3,2023,February,17,69,Hell's Kitchen,8,Not Defined,Biscotti,Hazelnut Biscotti,Bakery,February,2,17,5,Friday
27138,1899-12-30 17:44:09,1,4,4,2023,February,17,39,Astoria,3,Regular,Barista Espresso,Latte,Coffee,February,2,17,5,Friday
27139,1899-12-30 17:44:15,2,2,5,2023,February,17,54,Astoria,3,Regular,Brewed Chai tea,Morning Sunrise Chai,Tea,February,2,17,5,Friday
27140,1899-12-30 17:44:40,2,5,10,2023,February,17,61,Astoria,3,Large,Hot chocolate,Sustainably Grown Organic,Drinking Chocolate,February,2,17,5,Friday
27141,1899-12-30 17:44:40,1,3,3,2023,February,17,69,Astoria,3,Not Defined,Biscotti,Hazelnut Biscotti,Bakery,February,2,17,5,Friday
27142,1899-12-30 17:44:50,1,3,3,2023,February,17,43,Astoria,3,Large,Brewed herbal tea,Lemon Grass,Tea,February,2,17,5,Friday
27143,1899-12-30 17:50:15,2,2,5,2023,February,17,50,Astoria,3,Regular,Brewed Black tea,Earl Grey,Tea,February,2,17,5,Friday
27144,1899-12-30 17:52:34,1,2,2,2023,February,17,31,Lower Manhattan,5,Small,Gourmet brewed coffee,Ethiopia,Coffee,February,2,17,5,Friday
27145,1899-12-30 17:52:34,1,3,3,2023,February,17,69,Lower Manhattan,5,Not Defined,Biscotti,Hazelnut Biscotti,Bakery,February,2,17,5,Friday
27146,1899-12-30 17:54:58,1,3,3,2023,February,17,53,Hell's Kitchen,8,Large,Brewed Chai tea,Traditional Blend Chai,Tea,February,2,17,5,Friday
27147,1899-12-30 18:03:50,1,3,3,2023,February,17,37,Hell's Kitchen,8,Not Defined,Barista Espresso,Espresso shot,Coffee,February,2,18,5,Friday
27148,1899-12-30 18:03:50,2,1,2,2023,February,17,84,Hell's Kitchen,8,Not Defined,Regular syrup,Chocolate syrup,Flavours,February,2,18,5,Friday
27149,1899-12-30 18:08:24,2,2,5,2023,February,17,50,Astoria,3,Regular,Brewed Black tea,Earl Grey,Tea,February,2,18,5,Friday
27150,1899-12-30 18:12:27,2,4,8,2023,February,17,60,Lower Manhattan,5,Regular,Hot chocolate,Sustainably Grown Organic,Drinking Chocolate,February,2,18,5,Friday
27151,1899-12-30 18:13:50,1,4,4,2023,February,17,55,Lower Manhattan,5,Large,Brewed Chai tea,Morning Sunrise Chai,Tea,February,2,18,5,Friday
27152,1899-12-30 18:17:54,1,3,3,2023,February,17,45,Astoria,3,Large,Brewed herbal tea,Peppermint,Tea,February,2,18,5,Friday
27153,1899-12-30 18:24:43,1,2,2,2023,February,17,31,Hell's Kitchen,8,Small,Gourmet brewed coffee,Ethiopia,Coffee,February,2,18,5,Friday
27154,1899-12-30 18:24:43,1,4,4,2023,February,17,73,Hell's Kitchen,8,Not Defined,Pastry,Almond Croissant,Bakery,February,2,18,5,Friday
27155,1899-12-30 18:25:30,2,4,7,2023,February,17,27,Lower Manhattan,5,Large,Organic brewed coffee,Brazilian,Coffee,February,2,18,5,Friday
27156,1899-12-30 18:30:16,1,4,4,2023,February,17,55,Astoria,3,Large,Brewed Chai tea,Morning Sunrise Chai,Tea,February,2,18,5,Friday
27157,1899-12-30 18:37:16,2,2,5,2023,February,17,23,Astoria,3,Regular,Drip coffee,Our Old Time Diner Blend,Coffee,February,2,18,5,Friday
27158,1899-12-30 18:37:37,1,3,3,2023,February,17,56,Hell's Kitchen,8,Regular,Brewed Chai tea,Spicy Eye Opener Chai,Tea,February,2,18,5,Friday
27159,1899-12-30 18:37:59,1,2,2,2023,February,17,31,Astoria,3,Small,Gourmet brewed coffee,Ethiopia,Coffee,February,2,18,5,Friday
27160,1899-12-30 18:37:59,1,4,4,2023,February,17,78,Astoria,3,Not Defined,Scone,Scottish Cream Scone,Bakery,February,2,18,5,Friday
27161,1899-12-30 18:41:53,2,2,4,2023,February,17,25,Astoria,3,Small,Organic brewed coffee,Brazilian,Coffee,February,2,18,5,Friday
27162,1899-12-30 18:57:41,1,4,4,2023,February,17,59,Astoria,3,Large,Hot chocolate,Dark chocolate,Drinking Chocolate,February,2,18,5,Friday
27163,1899-12-30 18:58:49,2,4,7,2023,February,17,27,Hell's Kitchen,8,Large,Organic brewed coffee,Brazilian,Coffee,February,2,18,5,Friday
27164,1899-12-30 19:00:55,1,4,4,2023,February,17,33,Hell's Kitchen,8,Large,Gourmet brewed coffee,Ethiopia,Coffee,February,2,19,5,Friday
27165,1899-12-30 19:09:58,2,3,6,2023,February,17,26,Astoria,3,Regular,Organic brewed coffee,Brazilian,Coffee,February,2,19,5,Friday
27166,1899-12-30 19:17:39,2,2,4,2023,February,17,25,Astoria,3,Small,Organic brewed coffee,Brazilian,Coffee,February,2,19,5,Friday
27167,1899-12-30 19:19:01,2,2,4,2023,February,17,28,Hell's Kitchen,8,Small,Gourmet brewed coffee,Columbian Medium Roast,Coffee,February,2,19,5,Friday
27168,1899-12-30 19:34:12,1,3,3,2023,February,17,43,Hell's Kitchen,8,Large,Brewed herbal tea,Lemon Grass,Tea,February,2,19,5,Friday
27169,1899-12-30 19:37:11,2,3,6,2023,February,17,43,Hell's Kitchen,8,Large,Brewed herbal tea,Lemon Grass,Tea,February,2,19,5,Friday
27170,1899-12-30 19:53:53,1,2,2,2023,February,17,46,Astoria,3,Regular,Brewed Green tea,Serenity Green Tea,Tea,February,2,19,5,Friday
27171,1899-12-30 06:06:28,2,2,5,2023,February,18,54,Lower Manhattan,5,Regular,Brewed Chai tea,Morning Sunrise Chai,Tea,February,2,6,6,Saturday
27172,1899-12-30 06:07:19,1,4,4,2023,February,18,58,Lower Manhattan,5,Regular,Hot chocolate,Dark chocolate,Drinking Chocolate,February,2,6,6,Saturday
27173,1899-12-30 06:15:57,1,4,4,2023,February,18,55,Lower Manhattan,5,Large,Brewed Chai tea,Morning Sunrise Chai,Tea,February,2,6,6,Saturday
27174,1899-12-30 06:25:54,1,2,2,2023,February,18,29,Lower Manhattan,5,Regular,Gourmet brewed coffee,Columbian Medium Roast,Coffee,February,2,6,6,Saturday
27175,1899-12-30 06:29:38,2,3,6,2023,February,18,47,Lower Manhattan,5,Large,Brewed Green tea,Serenity Green Tea,Tea,February,2,6,6,Saturday
27176,1899-12-30 06:29:38,1,3,3,2023,February,18,70,Lower Manhattan,5,Not Defined,Scone,Cranberry Scone,Bakery,February,2,6,6,Saturday
27177,1899-12-30 06:31:38,2,4,7,2023,February,18,27,Lower Manhattan,5,Large,Organic brewed coffee,Brazilian,Coffee,February,2,6,6,Saturday
27178,1899-12-30 06:39:53,2,3,6,2023,February,18,43,Lower Manhattan,5,Large,Brewed herbal tea,Lemon Grass,Tea,February,2,6,6,Saturday
27179,1899-12-30 06:40:11,1,3,3,2023,February,18,56,Hell's Kitchen,8,Regular,Brewed Chai tea,Spicy Eye Opener Chai,Tea,February,2,6,6,Saturday
27180,1899-12-30 06:43:23,1,4,4,2023,February,18,41,Hell's Kitchen,8,Large,Barista Espresso,Cappuccino,Coffee,February,2,6,6,Saturday
27181,1899-12-30 06:43:23,1,1,1,2023,February,18,64,Hell's Kitchen,8,Not Defined,Regular syrup,Hazelnut syrup,Flavours,February,2,6,6,Saturday
27182,1899-12-30 06:43:23,1,3,3,2023,February,18,72,Hell's Kitchen,8,Not Defined,Scone,Ginger Scone,Bakery,February,2,6,6,Saturday
27183,1899-12-30 06:43:30,1,3,3,2023,February,18,49,Lower Manhattan,5,Large,Brewed Black tea,English Breakfast,Tea,February,2,6,6,Saturday
27184,1899-12-30 06:45:04,2,2,4,2023,February,18,28,Lower Manhattan,5,Small,Gourmet brewed coffee,Columbian Medium Roast,Coffee,February,2,6,6,Saturday
27185,1899-12-30 06:45:04,1,6,6,2023,February,18,19,Lower Manhattan,5,Not Defined,Drinking Chocolate,Dark chocolate,Packaged Chocolate,February,2,6,6,Saturday
27186,1899-12-30 06:48:02,2,4,7,2023,February,18,27,Hell's Kitchen,8,Large,Organic brewed coffee,Brazilian,Coffee,February,2,6,6,Saturday
27187,1899-12-30 06:48:20,1,2,2,2023,February,18,22,Hell's Kitchen,8,Small,Drip coffee,Our Old Time Diner Blend,Coffee,February,2,6,6,Saturday
27188,1899-12-30 06:48:20,1,18,18,2023,February,18,2,Hell's Kitchen,8,Not Defined,House blend Beans,Our Old Time Diner Blend,Coffee beans,February,2,6,6,Saturday
27189,1899-12-30 06:48:24,1,2,2,2023,February,18,29,Lower Manhattan,5,Regular,Gourmet brewed coffee,Columbian Medium Roast,Coffee,February,2,6,6,Saturday
27190,1899-12-30 06:48:24,1,14,14,2023,February,18,83,Lower Manhattan,5,Not Defined,Housewares,I Need My Bean! Latte cup,Branded,February,2,6,6,Saturday
27191,1899-12-30 06:49:22,1,4,4,2023,February,18,36,Hell's Kitchen,8,Large,Premium brewed coffee,Jamaican Coffee River,Coffee,February,2,6,6,Saturday
27192,1899-12-30 06:50:13,2,3,6,2023,February,18,49,Hell's Kitchen,8,Large,Brewed Black tea,English Breakfast,Tea,February,2,6,6,Saturday
27193,1899-12-30 06:50:13,1,3,3,2023,February,18,70,Hell's Kitchen,8,Not Defined,Scone,Cranberry Scone,Bakery,February,2,6,6,Saturday
27194,1899-12-30 06:51:51,2,3,6,2023,February,18,51,Lower Manhattan,5,Large,Brewed Black tea,Earl Grey,Tea,February,2,6,6,Saturday
27195,1899-12-30 06:55:26,2,3,6,2023,February,18,30,Hell's Kitchen,8,Large,Gourmet brewed coffee,Columbian Medium Roast,Coffee,February,2,6,6,Saturday
27196,1899-12-30 06:59:07,2,4,8,2023,February,18,55,Hell's Kitchen,8,Large,Brewed Chai tea,Morning Sunrise Chai,Tea,February,2,6,6,Saturday
27197,1899-12-30 06:59:07,1,4,4,2023,February,18,79,Hell's Kitchen,8,Not Defined,Scone,Jumbo Savory Scone,Bakery,February,2,6,6,Saturday
27198,1899-12-30 06:59:11,1,3,3,2023,February,18,24,Lower Manhattan,5,Large,Drip coffee,Our Old Time Diner Blend,Coffee,February,2,6,6,Saturday
27199,1899-12-30 06:59:11,1,9,9,2023,February,18,14,Lower Manhattan,5,Not Defined,Black tea,Earl Grey,Loose Tea,February,2,6,6,Saturday
27200,1899-12-30 07:01:03,1,2,2,2023,February,18,52,Lower Manhattan,5,Regular,Brewed Chai tea,Traditional Blend Chai,Tea,February,2,7,6,Saturday
27201,1899-12-30 07:01:03,1,3,3,2023,February,18,69,Lower Manhattan,5,Not Defined,Biscotti,Hazelnut Biscotti,Bakery,February,2,7,6,Saturday
27202,1899-12-30 07:04:49,2,2,5,2023,February,18,42,Astoria,3,Regular,Brewed herbal tea,Lemon Grass,Tea,February,2,7,6,Saturday
27203,1899-12-30 07:05:37,1,2,2,2023,February,18,46,Hell's Kitchen,8,Regular,Brewed Green tea,Serenity Green Tea,Tea,February,2,7,6,Saturday
27204,1899-12-30 07:07:03,1,2,2,2023,February,18,31,Astoria,3,Small,Gourmet brewed coffee,Ethiopia,Coffee,February,2,7,6,Saturday
27205,1899-12-30 07:07:40,2,3,6,2023,February,18,45,Astoria,3,Large,Brewed herbal tea,Peppermint,Tea,February,2,7,6,Saturday
27206,1899-12-30 07:07:40,1,4,4,2023,February,18,75,Astoria,3,Not Defined,Pastry,Croissant,Bakery,February,2,7,6,Saturday
27207,1899-12-30 07:08:14,1,4,4,2023,February,18,36,Lower Manhattan,5,Large,Premium brewed coffee,Jamaican Coffee River,Coffee,February,2,7,6,Saturday
27208,1899-12-30 07:08:14,1,15,15,2023,February,18,5,Lower Manhattan,5,Not Defined,Gourmet Beans,Columbian Medium Roast,Coffee beans,February,2,7,6,Saturday
27209,1899-12-30 07:09:16,1,2,2,2023,February,18,22,Lower Manhattan,5,Small,Drip coffee,Our Old Time Diner Blend,Coffee,February,2,7,6,Saturday
27210,1899-12-30 07:09:23,1,4,4,2023,February,18,38,Hell's Kitchen,8,Not Defined,Barista Espresso,Latte,Coffee,February,2,7,6,Saturday
27211,1899-12-30 07:09:23,2,1,2,2023,February,18,84,Hell's Kitchen,8,Not Defined,Regular syrup,Chocolate syrup,Flavours,February,2,7,6,Saturday
27212,1899-12-30 07:10:07,1,3,3,2023,February,18,37,Hell's Kitchen,8,Not Defined,Barista Espresso,Espresso shot,Coffee,February,2,7,6,Saturday
27213,1899-12-30 07:10:07,2,1,2,2023,February,18,64,Hell's Kitchen,8,Not Defined,Regular syrup,Hazelnut syrup,Flavours,February,2,7,6,Saturday
27214,1899-12-30 07:11:19,2,3,6,2023,February,18,47,Hell's Kitchen,8,Large,Brewed Green tea,Serenity Green Tea,Tea,February,2,7,6,Saturday
27215,1899-12-30 07:12:38,1,3,3,2023,February,18,24,Lower Manhattan,5,Large,Drip coffee,Our Old Time Diner Blend,Coffee,February,2,7,6,Saturday
27216,1899-12-30 07:15:55,1,4,4,2023,February,18,38,Hell's Kitchen,8,Not Defined,Barista Espresso,Latte,Coffee,February,2,7,6,Saturday
27217,1899-12-30 07:16:38,1,4,4,2023,February,18,33,Lower Manhattan,5,Large,Gourmet brewed coffee,Ethiopia,Coffee,February,2,7,6,Saturday
27218,1899-12-30 07:18:16,1,3,3,2023,February,18,32,Hell's Kitchen,8,Regular,Gourmet brewed coffee,Ethiopia,Coffee,February,2,7,6,Saturday
27219,1899-12-30 07:18:18,1,2,2,2023,February,18,46,Astoria,3,Regular,Brewed Green tea,Serenity Green Tea,Tea,February,2,7,6,Saturday
27220,1899-12-30 07:19:54,1,2,2,2023,February,18,23,Hell's Kitchen,8,Regular,Drip coffee,Our Old Time Diner Blend,Coffee,February,2,7,6,Saturday
27221,1899-12-30 07:21:12,2,3,6,2023,February,18,87,Hell's Kitchen,8,Not Defined,Barista Espresso,Ouro Brasileiro shot,Coffee,February,2,7,6,Saturday
27222,1899-12-30 07:22:17,2,4,7,2023,February,18,27,Lower Manhattan,5,Large,Organic brewed coffee,Brazilian,Coffee,February,2,7,6,Saturday
27223,1899-12-30 07:22:22,2,2,4,2023,February,18,31,Astoria,3,Small,Gourmet brewed coffee,Ethiopia,Coffee,February,2,7,6,Saturday
27224,1899-12-30 07:22:22,1,3,3,2023,February,18,70,Astoria,3,Not Defined,Scone,Cranberry Scone,Bakery,February,2,7,6,Saturday
27225,1899-12-30 07:22:30,2,2,5,2023,February,18,46,Lower Manhattan,5,Regular,Brewed Green tea,Serenity Green Tea,Tea,February,2,7,6,Saturday
27226,1899-12-30 07:24:41,2,3,6,2023,February,18,53,Hell's Kitchen,8,Large,Brewed Chai tea,Traditional Blend Chai,Tea,February,2,7,6,Saturday
27227,1899-12-30 07:24:41,1,4,4,2023,February,18,78,Hell's Kitchen,8,Not Defined,Scone,Scottish Cream Scone,Bakery,February,2,7,6,Saturday
27228,1899-12-30 07:25:11,1,2,2,2023,February,18,46,Hell's Kitchen,8,Regular,Brewed Green tea,Serenity Green Tea,Tea,February,2,7,6,Saturday
27229,1899-12-30 07:25:11,1,3,3,2023,February,18,77,Hell's Kitchen,8,Not Defined,Scone,Oatmeal Scone,Bakery,February,2,7,6,Saturday
27230,1899-12-30 07:26:21,2,2,4,2023,February,18,31,Astoria,3,Small,Gourmet brewed coffee,Ethiopia,Coffee,February,2,7,6,Saturday
27231,1899-12-30 07:26:36,1,3,3,2023,February,18,37,Lower Manhattan,5,Not Defined,Barista Espresso,Espresso shot,Coffee,February,2,7,6,Saturday
